FTY_ID_NO;RIN_FTY_ID_NO;REG_NO;TRS_NO;sales_check_number;TRS_DT;LN_ITM_TRS_TYP_CD;DIV_OGP_NO;PRD_ITM_NO;MSC_ACN_NO;POS_SLS_TRS_AM;TOT_LN_MD_AM;SLL_ASC_ID_NO;fty_sbt_cd;TRS_DT_1;TRS_TM;LSE_APP_ID;LSE_AM;LSE_ADD_DWN_PMT_AM;LSE_FST_PMT_AM
0001778;0001778;901;8758;017789018758;2018/11/19 00:00:00.000;S;022;81873;000000;473.99;0.0;1172;O ;2018/11/19 00:00:00.000;1970/01/01 11:27:57.000;FD2W4MV  ;1173.98;0.0;120.0
0001778;0001778;901;8758;017789018758;2018/11/19 00:00:00.000;S;046;71215;000000;699.99;0.0;1172;O ;2018/11/19 00:00:00.000;1970/01/01 11:27:57.000;FD2W4MV  ;1173.98;0.0;120.0
0001796;0001796;902;777;01796902777 ;2018/11/19 00:00:00.000;S;000;0    ;116000;85.0;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 18:48:37.000;FKYHXQD  ;1417.98;0.0;120.0
0001796;0001796;902;777;01796902777 ;2018/11/19 00:00:00.000;S;000;0    ;116005;15.0;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 18:48:37.000;FKYHXQD  ;1417.98;0.0;120.0
0001796;0001796;902;777;01796902777 ;2018/11/19 00:00:00.000;S;046;33000;000000;17.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 18:48:37.000;FKYHXQD  ;1417.98;0.0;120.0
0001796;0001796;902;777;01796902777 ;2018/11/19 00:00:00.000;S;046;79312;000000;1299.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 18:48:37.000;FKYHXQD  ;1417.98;0.0;120.0
0001796;0009300;320;7351;017963207351;2018/11/19 00:00:00.000;S;009;50168;000000;189.99;0.0;75;O ;2018/11/19 00:00:00.000;1970/01/01 00:00:01.000;FTY4RH4  ;189.99;0.0;0.0
0001829;0001829;901;7195;018299017195;2018/11/19 00:00:00.000;S;022;87933;000000;477.0;0.0;1115;O ;2018/11/19 00:00:00.000;1970/01/01 10:42:15.000;TJW92K4  ;477.0;0.0;60.0
0001832;0001832;901;6377;018329016377;2018/11/19 00:00:00.000;S;026;17025;000000;10.99;0.0;141;O ;2018/11/19 00:00:00.000;1970/01/01 11:01:06.000;9P7488P  ;2010.97;0.0;60.0
0001832;0001832;901;6377;018329016377;2018/11/19 00:00:00.000;S;026;41682;000000;949.99;0.0;141;O ;2018/11/19 00:00:00.000;1970/01/01 11:01:06.000;9P7488P  ;2010.97;0.0;60.0
0001832;0001832;901;6377;018329016377;2018/11/19 00:00:00.000;S;026;91582;000000;1049.99;0.0;141;O ;2018/11/19 00:00:00.000;1970/01/01 11:01:06.000;9P7488P  ;2010.97;0.0;60.0
0001845;0001845;901;764;01845901764 ;2018/11/19 00:00:00.000;S;022;94193;000000;649.99;0.0;1040;O ;2018/11/19 00:00:00.000;1970/01/01 18:10:01.000;J2F4XK2  ;649.99;0.0;60.0
0001848;0001848;902;6166;018489026166;2018/11/19 00:00:00.000;S;022;49698;000000;27.99;0.0;7641;O ;2018/11/19 00:00:00.000;1970/01/01 14:42:31.000;W8WMD8H  ;1867.95;80.0;120.0
0001848;0001848;902;6166;018489026166;2018/11/19 00:00:00.000;S;022;64937;000000;597.0;0.0;7641;O ;2018/11/19 00:00:00.000;1970/01/01 14:42:31.000;W8WMD8H  ;1867.95;80.0;120.0
0001848;0001848;902;6166;018489026166;2018/11/19 00:00:00.000;S;026;17013;000000;35.99;0.0;7641;O ;2018/11/19 00:00:00.000;1970/01/01 14:42:31.000;W8WMD8H  ;1867.95;80.0;120.0
0001848;0001848;902;6166;018489026166;2018/11/19 00:00:00.000;S;026;41262;000000;569.0;0.0;7641;O ;2018/11/19 00:00:00.000;1970/01/01 14:42:31.000;W8WMD8H  ;1867.95;80.0;120.0
0001848;0001848;902;6166;018489026166;2018/11/19 00:00:00.000;S;026;49915;000000;49.98;0.0;7641;O ;2018/11/19 00:00:00.000;1970/01/01 14:42:31.000;W8WMD8H  ;1867.95;80.0;120.0
0001848;0001848;902;6166;018489026166;2018/11/19 00:00:00.000;S;026;59025;000000;18.99;0.0;7641;O ;2018/11/19 00:00:00.000;1970/01/01 14:42:31.000;W8WMD8H  ;1867.95;80.0;120.0
0001848;0001848;902;6166;018489026166;2018/11/19 00:00:00.000;S;026;81182;000000;569.0;0.0;7641;O ;2018/11/19 00:00:00.000;1970/01/01 14:42:31.000;W8WMD8H  ;1867.95;80.0;120.0
0001916;0001916;107;6480;019161076480;2018/11/19 00:00:00.000;S;046;88693;000000;799.93;0.0;72363;L ;2018/11/19 00:00:00.000;1970/01/01 15:06:23.000;29HXBFT  ;799.93;0.0;120.0
0001932;0001932;902;429;01932902429 ;2018/11/19 00:00:00.000;S;000;0    ;116000;100.0;0.0;133;O ;2018/11/19 00:00:00.000;1970/01/01 18:33:46.000;KWYDJQB  ;3139.05;1600.0;120.0
0001932;0001932;902;429;01932902429 ;2018/11/19 00:00:00.000;S;046;7283 ;000000;3039.05;0.0;133;O ;2018/11/19 00:00:00.000;1970/01/01 18:33:46.000;KWYDJQB  ;3139.05;1600.0;120.0
0001938;0001938;903;5383;019389035383;2018/11/19 00:00:00.000;S;000;0    ;116000;89.99;0.0;80929;O ;2018/11/19 00:00:00.000;1970/01/01 15:13:07.000;FCMHF42  ;1100.96;0.0;60.0
0001938;0001938;903;5383;019389035383;2018/11/19 00:00:00.000;S;046;49599;000000;10.98;0.0;80929;O ;2018/11/19 00:00:00.000;1970/01/01 15:13:07.000;FCMHF42  ;1100.96;0.0;60.0
0001938;0001938;903;5383;019389035383;2018/11/19 00:00:00.000;S;046;51339;000000;999.99;0.0;80929;O ;2018/11/19 00:00:00.000;1970/01/01 15:13:07.000;FCMHF42  ;1100.96;0.0;60.0
0002157;0002157;901;7306;021579017306;2018/11/19 00:00:00.000;S;022;64933;000000;597.0;0.0;1016;O ;2018/11/19 00:00:00.000;1970/01/01 18:41:42.000;YQPD4TT  ;806.99;0.0;60.0
0002157;0002157;901;7306;021579017306;2018/11/19 00:00:00.000;S;070;12334;292012;209.99;0.0;1016;O ;2018/11/19 00:00:00.000;1970/01/01 18:41:42.000;YQPD4TT  ;806.99;0.0;60.0
0002172;0002172;902;3678;021729023678;2018/11/19 00:00:00.000;S;009;37698;000000;99.99;0.0;1065;O ;2018/11/19 00:00:00.000;1970/01/01 16:42:42.000;CR9PWTP  ;999.98;0.0;60.0
0002172;0002172;902;3678;021729023678;2018/11/19 00:00:00.000;S;046;33223;000000;899.99;0.0;1065;O ;2018/11/19 00:00:00.000;1970/01/01 16:42:42.000;CR9PWTP  ;999.98;0.0;60.0
0002172;0002172;902;3681;021729023681;2018/11/19 00:00:00.000;S;022;89213;000000;497.0;0.0;1065;O ;2018/11/19 00:00:00.000;1970/01/01 17:53:37.000;78GTCC9  ;497.0;140.0;60.0
0002569;0002569;902;111;02569902111 ;2018/11/19 00:00:00.000;S;026;15501;000000;26.99;0.0;74633;O ;2018/11/19 00:00:00.000;1970/01/01 15:42:33.000;VPVCMRR  ;726.92;0.0;60.0
0002569;0002569;902;111;02569902111 ;2018/11/19 00:00:00.000;S;026;85132;000000;699.93;0.0;74633;O ;2018/11/19 00:00:00.000;1970/01/01 15:42:33.000;VPVCMRR  ;726.92;0.0;60.0
0002571;0002571;909;1332;025719091332;2018/11/19 00:00:00.000;S;026;60222;000000;369.0;0.0;74401;O ;2018/11/19 00:00:00.000;1970/01/01 19:02:48.000;6P7RJQG  ;369.0;0.0;60.0
0002709;0002709;901;1768;027099011768;2018/11/19 00:00:00.000;S;022;10015;000000;18.99;0.0;2014;O ;2018/11/19 00:00:00.000;1970/01/01 11:33:28.000;8RMDYF7  ;1168.97;0.0;60.0
0002709;0002709;901;1768;027099011768;2018/11/19 00:00:00.000;S;022;18655;000000;399.99;0.0;2014;O ;2018/11/19 00:00:00.000;1970/01/01 11:33:28.000;8RMDYF7  ;1168.97;0.0;60.0
0002709;0002709;901;1768;027099011768;2018/11/19 00:00:00.000;S;022;74233;000000;749.99;0.0;2014;O ;2018/11/19 00:00:00.000;1970/01/01 11:33:28.000;8RMDYF7  ;1168.97;0.0;60.0
0002709;0002709;901;1777;027099011777;2018/11/19 00:00:00.000;S;000;0    ;116000;81.99;0.0;2014;O ;2018/11/19 00:00:00.000;1970/01/01 13:53:27.000;7766PHB  ;940.99;0.0;60.0
0002709;0002709;901;1777;027099011777;2018/11/19 00:00:00.000;S;000;0    ;116005;10.0;0.0;2014;O ;2018/11/19 00:00:00.000;1970/01/01 13:53:27.000;7766PHB  ;940.99;0.0;60.0
0002709;0002709;901;1777;027099011777;2018/11/19 00:00:00.000;S;046;50043;000000;849.0;0.0;2014;O ;2018/11/19 00:00:00.000;1970/01/01 13:53:27.000;7766PHB  ;940.99;0.0;60.0
0002753;0002753;902;6433;027539026433;2018/11/19 00:00:00.000;S;000;0    ;116000;65.0;0.0;1131;O ;2018/11/19 00:00:00.000;1970/01/01 14:50:00.000;8K32RTM  ;1283.97;160.0;120.0
0002753;0002753;902;6433;027539026433;2018/11/19 00:00:00.000;S;000;0    ;116005;0.0;0.0;1131;O ;2018/11/19 00:00:00.000;1970/01/01 14:50:00.000;8K32RTM  ;1283.97;160.0;120.0
0002753;0002753;902;6433;027539026433;2018/11/19 00:00:00.000;S;022;89619;000000;499.99;0.0;1131;O ;2018/11/19 00:00:00.000;1970/01/01 14:50:00.000;8K32RTM  ;1283.97;160.0;120.0
0002753;0002753;902;6433;027539026433;2018/11/19 00:00:00.000;S;046;60412;000000;449.0;0.0;1131;O ;2018/11/19 00:00:00.000;1970/01/01 14:50:00.000;8K32RTM  ;1283.97;160.0;120.0
0002753;0002753;902;6433;027539026433;2018/11/19 00:00:00.000;S;070;12332;292012;139.99;0.0;1131;O ;2018/11/19 00:00:00.000;1970/01/01 14:50:00.000;8K32RTM  ;1283.97;160.0;120.0
0002753;0002753;902;6433;027539026433;2018/11/19 00:00:00.000;S;070;46350;292046;129.99;0.0;1131;O ;2018/11/19 00:00:00.000;1970/01/01 14:50:00.000;8K32RTM  ;1283.97;160.0;120.0
0002899;0002899;901;3264;028999013264;2018/11/19 00:00:00.000;S;046;33537;000000;1193.99;0.0;1016;O ;2018/11/19 00:00:00.000;1970/01/01 17:10:44.000;V826B29  ;1193.99;0.0;60.0
0003005;0003005;903;7221;030059037221;2018/11/19 00:00:00.000;C;000;0    ;116000;-81.99;0.0;5702;O ;2018/11/19 00:00:00.000;1970/01/01 11:39:11.000;3TQ9X8K  ;1460.95;77.83;135.0
0003005;0003005;903;7221;030059037221;2018/11/19 00:00:00.000;C;000;0    ;116005;0.0;0.0;5702;O ;2018/11/19 00:00:00.000;1970/01/01 11:39:11.000;3TQ9X8K  ;1460.95;77.83;135.0
0003005;0003005;903;7221;030059037221;2018/11/19 00:00:00.000;C;026;36512;000000;-647.0;0.0;5702;O ;2018/11/19 00:00:00.000;1970/01/01 11:39:11.000;3TQ9X8K  ;1460.95;77.83;135.0
0003005;0003005;903;7221;030059037221;2018/11/19 00:00:00.000;C;026;49915;000000;-49.98;0.0;5702;O ;2018/11/19 00:00:00.000;1970/01/01 11:39:11.000;3TQ9X8K  ;1460.95;77.83;135.0
0003005;0003005;903;7221;030059037221;2018/11/19 00:00:00.000;C;026;59025;000000;-18.99;0.0;5702;O ;2018/11/19 00:00:00.000;1970/01/01 11:39:11.000;3TQ9X8K  ;1460.95;77.83;135.0
0003005;0003005;903;7221;030059037221;2018/11/19 00:00:00.000;C;026;59026;000000;-15.99;0.0;5702;O ;2018/11/19 00:00:00.000;1970/01/01 11:39:11.000;3TQ9X8K  ;1460.95;77.83;135.0
0003005;0003005;903;7221;030059037221;2018/11/19 00:00:00.000;C;026;66512;000000;-647.0;0.0;5702;O ;2018/11/19 00:00:00.000;1970/01/01 11:39:11.000;3TQ9X8K  ;1460.95;77.83;135.0
0003007;0003007;901;1844;030079011844;2018/11/19 00:00:00.000;S;022;92612;000000;429.99;0.0;1164;O ;2018/11/19 00:00:00.000;1970/01/01 10:39:24.000;MM936H6  ;429.99;0.0;60.0
0003021;0009300;314;3259;030213143259;2018/11/19 00:00:00.000;S;025;72106;000000;399.99;-40.0;75;O ;2018/11/19 00:00:00.000;1970/01/01 00:00:01.000;3MT39Y4  ;1158.95;0.0;0.0
0003021;0009300;314;3259;030213143259;2018/11/19 00:00:00.000;S;046;32409;000000;798.96;0.0;75;O ;2018/11/19 00:00:00.000;1970/01/01 00:00:01.000;3MT39Y4  ;1158.95;0.0;0.0
0003024;0003024;902;1407;030249021407;2018/11/19 00:00:00.000;S;046;60302;000000;419.99;0.0;1115;O ;2018/11/19 00:00:00.000;1970/01/01 16:07:36.000;PY9DGWJ  ;419.99;100.0;60.0
0003026;0003026;902;5263;030269025263;2018/11/19 00:00:00.000;S;022;22002;000000;20.99;0.0;109;O ;2018/11/19 00:00:00.000;1970/01/01 11:33:14.000;921546D  ;517.99;0.0;60.0
0003026;0003026;902;5263;030269025263;2018/11/19 00:00:00.000;S;022;89213;000000;497.0;0.0;109;O ;2018/11/19 00:00:00.000;1970/01/01 11:33:14.000;921546D  ;517.99;0.0;60.0
0003030;0003030;901;7796;030309017796;2018/11/19 00:00:00.000;S;020;10441;000000;299.99;0.0;1073;O ;2018/11/19 00:00:00.000;1970/01/01 11:41:02.000;TWT4MVC  ;568.99;0.0;120.0
0003030;0003030;901;7796;030309017796;2018/11/19 00:00:00.000;S;022;13802;000000;269.0;0.0;1073;O ;2018/11/19 00:00:00.000;1970/01/01 11:41:02.000;TWT4MVC  ;568.99;0.0;120.0
0003033;0003033;902;1523;030339021523;2018/11/19 00:00:00.000;S;022;63973;000000;469.99;0.0;1180;O ;2018/11/19 00:00:00.000;1970/01/01 12:09:40.000;RYJ4DP3  ;469.99;0.0;60.0
0003048;0003048;902;7691;030489027691;2018/11/19 00:00:00.000;S;022;64933;000000;597.0;0.0;1172;O ;2018/11/19 00:00:00.000;1970/01/01 11:13:46.000;YBGDR47  ;597.0;0.0;60.0
0003049;0003049;901;8892;030499018892;2018/11/19 00:00:00.000;S;026;41262;000000;569.0;0.0;1032;O ;2018/11/19 00:00:00.000;1970/01/01 16:14:23.000;X6FFD9C  ;569.0;0.0;60.0
0003058;0003058;901;1025;030589011025;2018/11/19 00:00:00.000;S;071;24019;000000;329.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 12:52:31.000;842MGW7  ;794.96;0.0;60.0
0003058;0003058;901;1025;030589011025;2018/11/19 00:00:00.000;S;071;24100;000000;129.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 12:52:31.000;842MGW7  ;794.96;0.0;60.0
0003058;0003058;901;1025;030589011025;2018/11/19 00:00:00.000;S;071;24441;000000;259.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 12:52:31.000;842MGW7  ;794.96;0.0;60.0
0003058;0003058;901;1025;030589011025;2018/11/19 00:00:00.000;S;071;24862;000000;74.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 12:52:31.000;842MGW7  ;794.96;0.0;60.0
0003058;0003058;901;1027;030589011027;2018/11/19 00:00:00.000;S;000;0    ;116000;45.0;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 13:12:08.000;DGQ32WC  ;1594.97;0.0;120.0
0003058;0003058;901;1027;030589011027;2018/11/19 00:00:00.000;S;000;0    ;116005;0.0;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 13:12:08.000;DGQ32WC  ;1594.97;0.0;120.0
0003058;0003058;901;1027;030589011027;2018/11/19 00:00:00.000;S;022;89209;000000;499.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 13:12:08.000;DGQ32WC  ;1594.97;0.0;120.0
0003058;0003058;901;1027;030589011027;2018/11/19 00:00:00.000;S;042;38350;000000;429.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 13:12:08.000;DGQ32WC  ;1594.97;0.0;120.0
0003058;0003058;901;1027;030589011027;2018/11/19 00:00:00.000;S;046;70819;000000;619.99;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 13:12:08.000;DGQ32WC  ;1594.97;0.0;120.0
0003062;0003062;901;7773;030629017773;2018/11/19 00:00:00.000;S;020;32149;000000;269.99;0.0;73148;O ;2018/11/19 00:00:00.000;1970/01/01 14:02:19.000;QF7VRWX  ;269.99;0.0;60.0
0003062;0003062;901;7775;030629017775;2018/11/19 00:00:00.000;S;009;99040;000000;219.99;0.0;1081;O ;2018/11/19 00:00:00.000;1970/01/01 15:15:31.000;MTGYHRP  ;219.99;0.0;60.0
0003066;0003066;909;6722;030669096722;2018/11/19 00:00:00.000;S;009;25490;000000;11.99;-2.4;1180;O ;2018/11/19 00:00:00.000;1970/01/01 16:28:23.000;F36MX2P  ;908.57;0.0;60.0
0003066;0003066;909;6722;030669096722;2018/11/19 00:00:00.000;S;009;39598;000000;39.99;-8.0;1180;O ;2018/11/19 00:00:00.000;1970/01/01 16:28:23.000;F36MX2P  ;908.57;0.0;60.0
0003066;0003066;909;6722;030669096722;2018/11/19 00:00:00.000;S;020;32149;000000;269.99;0.0;1180;O ;2018/11/19 00:00:00.000;1970/01/01 16:28:23.000;F36MX2P  ;908.57;0.0;60.0
0003066;0003066;909;6722;030669096722;2018/11/19 00:00:00.000;S;022;64933;000000;597.0;0.0;1180;O ;2018/11/19 00:00:00.000;1970/01/01 16:28:23.000;F36MX2P  ;908.57;0.0;60.0
0003082;0003082;902;6077;030829026077;2018/11/19 00:00:00.000;S;009;37537;000000;12.99;0.0;1032;O ;2018/11/19 00:00:00.000;1970/01/01 09:54:18.000;VCCP4WM  ;232.97;0.0;60.0
0003082;0003082;902;6077;030829026077;2018/11/19 00:00:00.000;S;009;41503;000000;199.99;0.0;1032;O ;2018/11/19 00:00:00.000;1970/01/01 09:54:18.000;VCCP4WM  ;232.97;0.0;60.0
0003082;0003082;902;6077;030829026077;2018/11/19 00:00:00.000;S;070;9215 ;292009;19.99;0.0;1032;O ;2018/11/19 00:00:00.000;1970/01/01 09:54:18.000;VCCP4WM  ;232.97;0.0;60.0
0003087;0003087;901;3232;030879013232;2018/11/19 00:00:00.000;S;009;58656;000000;399.99;0.0;1115;O ;2018/11/19 00:00:00.000;1970/01/01 09:11:06.000;B20BFDF  ;399.99;44.99;60.0
0003087;0003087;901;3236;030879013236;2018/11/19 00:00:00.000;R;009;58656;000000;-399.99;0.0;1115;O ;2018/11/19 00:00:00.000;1970/01/01 10:39:26.000;B20BFDF  ;399.99;44.99;60.0
0003091;0003091;901;7251;030919017251;2018/11/19 00:00:00.000;S;022;81873;000000;473.99;0.0;1156;O ;2018/11/19 00:00:00.000;1970/01/01 15:57:08.000;QJYX3BW  ;473.99;0.0;60.0
0003112;0003112;902;6125;031129026125;2018/11/19 00:00:00.000;S;000;0    ;116000;69.95;0.0;7674;O ;2018/11/19 00:00:00.000;1970/01/01 13:46:21.000;B7WBV8T  ;969.87;0.0;120.0
0003112;0003112;902;6125;031129026125;2018/11/19 00:00:00.000;S;020;76983;000000;149.93;0.0;7674;O ;2018/11/19 00:00:00.000;1970/01/01 13:46:21.000;B7WBV8T  ;969.87;0.0;120.0
0003112;0003112;902;6125;031129026125;2018/11/19 00:00:00.000;S;022;74233;000000;749.99;0.0;7674;O ;2018/11/19 00:00:00.000;1970/01/01 13:46:21.000;B7WBV8T  ;969.87;0.0;120.0
0003112;0003112;902;6126;031129026126;2018/11/19 00:00:00.000;S;000;0    ;116000;0.0;0.0;7674;O ;2018/11/19 00:00:00.000;1970/01/01 13:52:34.000;MRDVJMX  ;2099.99;0.0;120.0
0003112;0003112;902;6126;031129026126;2018/11/19 00:00:00.000;S;046;72595;000000;2099.99;0.0;7674;O ;2018/11/19 00:00:00.000;1970/01/01 13:52:34.000;MRDVJMX  ;2099.99;0.0;120.0
0003115;0003115;902;7474;031159027474;2018/11/19 00:00:00.000;S;026;20232;000000;369.0;0.0;1081;O ;2018/11/19 00:00:00.000;1970/01/01 16:45:04.000;69626D3  ;738.0;0.0;60.0
0003115;0003115;902;7474;031159027474;2018/11/19 00:00:00.000;S;026;60222;000000;369.0;0.0;1081;O ;2018/11/19 00:00:00.000;1970/01/01 16:45:04.000;69626D3  ;738.0;0.0;60.0
0003116;0003116;901;9120;031169019120;2018/11/19 00:00:00.000;S;046;82027;000000;1397.0;0.0;851;O ;2018/11/19 00:00:00.000;1970/01/01 11:06:19.000;RFYQM94  ;1397.0;0.0;60.0
0003116;0003116;901;9127;031169019127;2018/11/19 00:00:00.000;S;022;73433;000000;539.99;0.0;5538;O ;2018/11/19 00:00:00.000;1970/01/01 18:02:53.000;9KGQPVQ  ;539.99;0.0;60.0
0003116;0003116;901;9129;031169019129;2018/11/19 00:00:00.000;S;000;0    ;116000;81.99;0.0;5538;O ;2018/11/19 00:00:00.000;1970/01/01 20:25:38.000;433B6RJ  ;1561.97;0.0;120.0
0003116;0003116;901;9129;031169019129;2018/11/19 00:00:00.000;S;000;0    ;116005;0.0;0.0;5538;O ;2018/11/19 00:00:00.000;1970/01/01 20:25:38.000;433B6RJ  ;1561.97;0.0;120.0
0003116;0003116;901;9129;031169019129;2018/11/19 00:00:00.000;S;000;0    ;116047;0.0;0.0;5538;O ;2018/11/19 00:00:00.000;1970/01/01 20:25:38.000;433B6RJ  ;1561.97;0.0;120.0
0003116;0003116;901;9129;031169019129;2018/11/19 00:00:00.000;S;022;49696;000000;29.99;0.0;5538;O ;2018/11/19 00:00:00.000;1970/01/01 20:25:38.000;433B6RJ  ;1561.97;0.0;120.0
0003116;0003116;901;9129;031169019129;2018/11/19 00:00:00.000;S;022;87427;000000;1449.99;0.0;5538;O ;2018/11/19 00:00:00.000;1970/01/01 20:25:38.000;433B6RJ  ;1561.97;0.0;120.0
0003151;0003151;901;6582;031519016582;2018/11/19 00:00:00.000;S;026;15505;000000;14.99;0.0;1123;O ;2018/11/19 00:00:00.000;1970/01/01 13:27:33.000;MR227MF  ;1239.94;0.0;60.0
0003151;0003151;901;6582;031519016582;2018/11/19 00:00:00.000;S;026;15507;000000;22.99;0.0;1123;O ;2018/11/19 00:00:00.000;1970/01/01 13:27:33.000;MR227MF  ;1239.94;0.0;60.0
0003151;0003151;901;6582;031519016582;2018/11/19 00:00:00.000;S;026;20362;000000;429.99;0.0;1123;O ;2018/11/19 00:00:00.000;1970/01/01 13:27:33.000;MR227MF  ;1239.94;0.0;60.0
0003151;0003151;901;6582;031519016582;2018/11/19 00:00:00.000;S;026;62332;000000;429.99;0.0;1123;O ;2018/11/19 00:00:00.000;1970/01/01 13:27:33.000;MR227MF  ;1239.94;0.0;60.0
0003151;0003151;901;6582;031519016582;2018/11/19 00:00:00.000;S;070;26554;292026;179.99;-18.0;1123;O ;2018/11/19 00:00:00.000;1970/01/01 13:27:33.000;MR227MF  ;1239.94;0.0;60.0
0003151;0003151;901;6582;031519016582;2018/11/19 00:00:00.000;S;070;62539;292026;199.99;-20.0;1123;O ;2018/11/19 00:00:00.000;1970/01/01 13:27:33.000;MR227MF  ;1239.94;0.0;60.0
0003151;0003151;901;6592;031519016592;2018/11/19 00:00:00.000;S;026;36542;000000;499.99;0.0;1123;O ;2018/11/19 00:00:00.000;1970/01/01 17:34:38.000;RJ6V9GW  ;499.99;0.0;120.0
0003156;0003156;901;8335;031569018335;2018/11/19 00:00:00.000;S;026;26132;000000;569.0;0.0;1099;O ;2018/11/19 00:00:00.000;1970/01/01 14:35:01.000;K8B9BY6  ;569.0;0.0;60.0
0003157;0003157;902;1810;031579021810;2018/11/19 00:00:00.000;S;046;32402;000000;823.99;0.0;1040;O ;2018/11/19 00:00:00.000;1970/01/01 18:55:12.000;3M7RRW8  ;823.99;0.0;60.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;15495;000000;19.99;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;28068;000000;24.99;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;35424;000000;49.88;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;37322;000000;6.99;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;37535;000000;4.99;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;38465;000000;18.39;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;43115;000000;24.99;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;53311;000000;179.99;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003172;0003172;909;8520;031729098520;2018/11/19 00:00:00.000;S;009;71636;000000;19.99;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 18:23:12.000;QBD6YPT  ;350.2;0.0;120.0
0003179;0003179;901;304;03179901304 ;2018/11/19 00:00:00.000;S;000;0    ;082488;10.5;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 11:22:32.000;WTBB4TF  ;729.43;0.0;120.0
0003179;0003179;901;304;03179901304 ;2018/11/19 00:00:00.000;S;026;22192;000000;447.0;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 11:22:32.000;WTBB4TF  ;729.43;0.0;120.0
0003179;0003179;901;304;03179901304 ;2018/11/19 00:00:00.000;S;082;11068;000000;271.93;0.0;1107;O ;2018/11/19 00:00:00.000;1970/01/01 11:22:32.000;WTBB4TF  ;729.43;0.0;120.0
0003180;0003180;901;6629;031809016629;2018/11/19 00:00:00.000;S;070;71350;292071;109.99;0.0;1016;O ;2018/11/19 00:00:00.000;1970/01/01 15:29:21.000;D643295  ;709.98;0.0;120.0
0003180;0003180;901;6629;031809016629;2018/11/19 00:00:00.000;S;071;88781;000000;599.99;0.0;1016;O ;2018/11/19 00:00:00.000;1970/01/01 15:29:21.000;D643295  ;709.98;0.0;120.0
0003180;0003180;901;6631;031809016631;2018/11/19 00:00:00.000;S;070;71550;292071;164.99;0.0;1016;O ;2018/11/19 00:00:00.000;1970/01/01 18:16:50.000;6D3KGM8  ;764.98;0.0;120.0
0003180;0003180;901;6631;031809016631;2018/11/19 00:00:00.000;S;071;88781;000000;599.99;0.0;1016;O ;2018/11/19 00:00:00.000;1970/01/01 18:16:50.000;6D3KGM8  ;764.98;0.0;120.0
0003182;0003182;902;7624;031829027624;2018/11/19 00:00:00.000;S;046;88893;000000;2999.99;0.0;2121;O ;2018/11/19 00:00:00.000;1970/01/01 17:59:44.000;BVKYR9F  ;2999.99;765.0;120.0
0003196;0009300;318;5763;031963185763;2018/11/19 00:00:00.000;S;071;79407;000000;199.99;0.0;75;O ;2018/11/19 00:00:00.000;1970/01/01 00:00:01.000;V46YP3V  ;199.99;0.0;0.0
